ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Hobart,1978/07/29,NULL,9,Group Network for TIS,WHITE MAN MC LEOD,BIG COUNTRY,1200,1,19:30:00,NULL
Melbourne,1978/07/29,NULL,10,Group Network for TIS,MASTER OF HIS TRADE,BIG COUNTRY,1200,1,19:30:00,NULL
Brisbane,1978/07/29,NULL,5,Group Network for TIS,PARKS OF THE OUTBACK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Brisbane,1978/07/29,NULL,4,Group Network for TIS,LOST CULTURE,BIG COUNTRY,1200,1,19:00:00,NULL
Perth,1978/07/29,NULL,9,Group Network for TIS,WHITE MAN MC LEOD,BIG COUNTRY,1200,1,19:30:00,NULL
Sydney,1978/07/29,NULL,6,Group Network for TIS,KURINGAI NATIONAL PARK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Darwin,1978/07/29,NULL,5,Group Network for TIS,PARKS OF THE OUTBACK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Darwin,1978/07/29,NULL,4,Group Network for TIS,LOST CULTURE,BIG COUNTRY,1200,1,19:00:00,NULL
Hobart,1978/07/31,NULL,5,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Melbourne,1978/08/02,NULL,5,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Sydney,1978/08/02,NULL,0,Group Network for TIS,WE NEED SHIPS,,0,1,13:55:00,NULL
Sydney,1978/08/03,NULL,5,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Sydney,1978/08/04,NULL,0,Group Network for TIS,STRANGER IN THE HOUSE,,0,1,00:01:00,NULL
Adelaide,1978/08/05,NULL,9,Group Network for TIS,WHITE MAN MC LEOD,BIG COUNTRY,1200,1,19:30:00,NULL
Hobart,1978/08/05,NULL,10,Group Network for TIS,MASTER OF HIS TRADE,BIG COUNTRY,1200,1,19:30:00,NULL
Brisbane,1978/08/05,NULL,0,Group Network for TIS,STRANGER IN THE HOUSE,,0,1,00:01:00,NULL
Melbourne,1978/08/05,NULL,7,Group Network for TIS,SOPHIE,BIG COUNTRY,1200,1,19:30:00,NULL
Perth,1978/08/05,NULL,10,Group Network for TIS,MASTER OF HIS TRADE,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/08/05,NULL,5,Group Network for TIS,SAWREY: ESCAPE TO THE BUSH,BIG COUNTRY,1200,1,19:30:00,NULL
Sydney,1978/08/05,NULL,7,Group Network for TIS,SOPHIE,BIG COUNTRY,1200,1,19:30:00,NULL
Adelaide,1978/08/05,NULL,0,Group Network for TIS,STRANGER IN THE HOUSE,,0,1,00:01:00,NULL
Perth,1978/08/06,NULL,0,Group Network for TIS,STRANGER IN THE HOUSE,,0,1,00:01:00,NULL
Perth,1978/08/06,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Hobart,1978/08/07,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Melbourne,1978/08/09,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Sydney,1978/08/10,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Adelaide,1978/08/10,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Brisbane,1978/08/11,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Sydney,1978/08/12,NULL,5,Group Network for TIS,SAWREY: ESCAPE TO THE BUSH,BIG COUNTRY,1200,1,19:30:00,NULL
Melbourne,1978/08/12,NULL,5,Group Network for TIS,SAWREY: ESCAPE TO THE BUSH,BIG COUNTRY,1200,1,19:30:00,NULL
Adelaide,1978/08/12,NULL,10,Group Network for TIS,MASTER OF HIS TRADE,BIG COUNTRY,1200,1,19:30:00,NULL
Brisbane,1978/08/12,NULL,6,Group Network for TIS,48 BY 2,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/08/12,NULL,6,Group Network for TIS,48 BY 2,BIG COUNTRY,1200,1,19:30:00,NULL
Perth,1978/08/18,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Hobart,1978/08/19,NULL,2,Group Network for TIS,I'LL NEVER CHANGE SIDES,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/08/19,NULL,3,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Darwin,1978/08/19,NULL,7,Group Network for TIS,SOPHIE,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/08/19,NULL,2,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Perth,1978/08/19,NULL,6,Group Network for TIS,48 BY 2,BIG COUNTRY,1200,1,19:30:00,NULL
Adelaide,1978/08/19,NULL,3,Group Network for TIS,BEN HALL,BIG COUNTRY,1200,1,19:30:00,NULL
Melbourne,1978/08/21,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:00:00,NULL
Sydney,1978/08/21,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:00:00,NULL
Sydney,1978/08/25,NULL,5,Group Network for TIS,ANOTHER FINE MESS,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1978/08/26,NULL,11,Group Network for TIS,ABORIGINAL CARVINGS,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Darwin,1978/08/26,NULL,8,Group Network for TIS,STAG LICENCE 0134,BIG COUNTRY,1200,1,19:30:00,NULL
Sydney,1978/08/27,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/08/27,NULL,12,Group Network for TIS,POSTMAN,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1978/08/28,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:00:00,NULL
Melbourne,1978/08/28,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Sydney,1978/08/28,NULL,7,Group Network for TIS,PARTY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Sydney,1978/08/28,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Perth,1978/08/28,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:00:00,NULL
Darwin,1978/08/29,NULL,8,Group Network for TIS,DECORATING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/08/29,NULL,8,Group Network for TIS,DECORATING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Sydney,1978/09/01,NULL,6,Group Network for TIS,ONE MAN'S MEAT,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/09/01,NULL,3,Group Network for TIS,MY OLD MAN,SEVEN OF ONE,100,1,00:00:00,NULL
Darwin,1978/09/02,NULL,4,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Darwin,1978/09/02,NULL,9,Group Network for TIS,WHITE MAN MC LEOD,BIG COUNTRY,1200,1,19:00:00,NULL
Brisbane,1978/09/02,NULL,9,Group Network for TIS,WHITE MAN MC LEOD,BIG COUNTRY,1200,1,19:00:00,NULL
Adelaide,1978/09/04,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:01:00,NULL
Adelaide,1978/09/04,NULL,2,Group Network for TIS,BUTTERFLY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/09/04,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:01:00,NULL
Perth,1978/09/04,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Sydney,1978/09/08,NULL,7,Group Network for TIS,I'LL FLY YOU FOR A QUID,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1978/09/09,NULL,10,Group Network for TIS,SEA BIRDS,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Brisbane,1978/09/09,NULL,10,Group Network for TIS,MASTER OF HIS TRADE,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/09/09,NULL,5,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Brisbane,1978/09/11,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Darwin,1978/09/11,NULL,0,Group Network for TIS,BIRDS OF PASSAGE,,0,1,00:00:00,NULL
Brisbane,1978/09/14,NULL,1,Group Network for TIS,MULGA BILL'S BICYCLE BAND,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/09/14,NULL,1,Group Network for TIS,MULGA BILL'S BICYCLE BAND,BIG COUNTRY,1200,1,19:30:00,NULL
Darwin,1978/09/16,NULL,6,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,300,1,00:00:00,NULL
Darwin,1978/09/18,NULL,0,Group Network for TIS,DROP IN THE OCEAN,,0,1,00:01:00,NULL
Darwin,1978/09/21,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/09/22,NULL,6,Group Network for TIS,ONE MAN'S MEAT,SEVEN OF ONE,100,1,00:00:00,NULL
Darwin,1978/09/28,NULL,2,Group Network for TIS,PRISONER AND ESCORT,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/09/29,NULL,7,Group Network for TIS,I'LL FLY YOU FOR A QUID,SEVEN OF ONE,100,1,00:00:00,NULL
Melbourne,1978/10/04,NULL,4,Group Network for TIS,TERROR OF THE AUTONS - PART 4,DR. WHO,305,1,18:30:00,NULL
Brisbane,1978/10/04,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/10/07,NULL,9,Group Network for TIS,SEEDS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/10/09,NULL,9,Group Network for TIS,SEEDS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1978/10/10,NULL,4,Group Network for TIS,HARBOUR PILOT,FACE TO FACE,100,1,20:00:00,NULL
Adelaide,1978/10/10,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Sydney,1978/10/12,NULL,6,Group Network for TIS,SEA DEVILS - PART 6,DR. WHO,312,1,18:30:00,NULL
Hobart,1978/10/14,NULL,8,Group Network for TIS,MAMMALS IN THE SEA,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Melbourne,1978/10/14,NULL,5,Group Network for TIS,PARKS OF THE OUTBACK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Hobart,1978/10/17,NULL,0,Group Network for TIS,FOREVER IS AS FAR AS YOU CAN SEE,,0,1,00:01:00,NULL
Brisbane,1978/10/17,NULL,2,Group Network for TIS,PRISONER AND ESCORT,SEVEN OF ONE,100,1,00:00:00,NULL
Adelaide,1978/10/17,NULL,0,Group Network for TIS,FOREVER IS AS FAR AS YOU CAN SEE,,0,1,00:01:00,NULL
Darwin,1978/10/17,NULL,0,Group Network for TIS,FOREVER IS AS FAR AS YOU CAN SEE,,0,1,00:01:00,NULL
Sydney,1978/10/17,NULL,24,Group Network for TIS,SWIMMING POOL,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1978/10/18,NULL,6,Group Network for TIS,COLONY IN SPACE - PART 6,DR. WHO,308,1,18:30:00,NULL
Darwin,1978/10/18,NULL,4,Group Network for TIS,TERROR OF THE AUTONS - PART 4,DR. WHO,305,1,18:30:00,NULL
Brisbane,1978/10/18,NULL,4,Group Network for TIS,TERROR OF THE AUTONS - PART 4,DR. WHO,305,1,18:30:00,NULL
Hobart,1978/10/18,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/10/19,NULL,6,Group Network for TIS,SEA DEVILS - PART 6,DR. WHO,312,1,18:30:00,NULL
Hobart,1978/10/21,NULL,7,Group Network for TIS,BIRD BANDING,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Adelaide,1978/10/22,NULL,1,Group Network for TIS,BIRD,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/10/24,NULL,4,Group Network for TIS,CLAWS OF AXOS - PART 4,DR. WHO,307,1,18:30:00,NULL
Perth,1978/10/24,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/10/24,NULL,4,Group Network for TIS,CLAWS OF AXOS - PART 4,DR. WHO,307,1,18:30:00,NULL
Brisbane,1978/10/25,NULL,4,Group Network for TIS,SPANNERS ELEVEN,SEVEN OF ONE,100,1,00:00:00,NULL
Adelaide,1978/10/26,NULL,6,Group Network for TIS,COLONY IN SPACE - PART 6,DR. WHO,308,1,18:30:00,NULL
Darwin,1978/10/26,NULL,6,Group Network for TIS,ONE MAN'S MEAT,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1978/10/26,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Hobart,1978/10/29,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/10/29,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1978/10/29,NULL,6,Group Network for TIS,SEA DEVILS - PART 6,DR. WHO,312,1,18:30:00,NULL
Brisbane,1978/10/29,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/10/29,NULL,1,Group Network for TIS,GEE BACK RATTLER,BIG COUNTRY,1100,1,19:30:00,NULL
Adelaide,1978/10/30,NULL,7,Group Network for TIS,PARTY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1978/10/31,NULL,6,Group Network for TIS,FISHING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1978/11/01,NULL,6,Group Network for TIS,SEA DEVILS - PART 6,DR. WHO,312,1,18:30:00,NULL
Darwin,1978/11/01,NULL,6,Group Network for TIS,COLONY IN SPACE - PART 6,DR. WHO,308,1,18:30:00,NULL
Brisbane,1978/11/01,NULL,5,Group Network for TIS,ANOTHER FINE MESS,SEVEN OF ONE,100,1,00:00:00,NULL
Hobart,1978/11/01,NULL,3,Group Network for TIS,MY OLD MAN,SEVEN OF ONE,100,1,00:00:00,NULL
Hobart,1978/11/02,NULL,4,Group Network for TIS,CURSE OF PELADON - PART 4,DR. WHO,313,1,18:30:00,NULL
Perth,1978/11/02,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Darwin,1978/11/02,NULL,7,Group Network for TIS,I'LL FLY YOU FOR A QUID,SEVEN OF ONE,100,1,00:00:00,NULL
Adelaide,1978/11/03,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Sydney,1978/11/04,NULL,4,Group Network for TIS,BEACH LIFE,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Melbourne,1978/11/04,NULL,1,Group Network for TIS,WILDLIFE IN THE BACKYARD,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Sydney,1978/11/05,NULL,6,Group Network for TIS,TIME MONSTER - PART 6,DR. WHO,315,1,18:30:00,NULL
Melbourne,1978/11/07,NULL,4,Group Network for TIS,CURSE OF PELADON - PART 4,DR. WHO,313,1,18:30:00,NULL
Hobart,1978/11/08,NULL,18,Group Network for TIS,SPRING CLEANING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/11/08,NULL,6,Group Network for TIS,ONE MAN'S MEAT,SEVEN OF ONE,100,1,00:00:00,NULL
Hobart,1978/11/12,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Perth,1978/11/12,NULL,6,Group Network for TIS,TIME MONSTER - PART 6,DR. WHO,315,1,18:30:00,NULL
Adelaide,1978/11/13,NULL,2,Group Network for TIS,BUTTERFLY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1978/11/14,NULL,1,Group Network for TIS,BIRD,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/11/15,NULL,7,Group Network for TIS,I'LL FLY YOU FOR A QUID,SEVEN OF ONE,100,1,00:00:00,NULL
Adelaide,1978/11/15,NULL,4,Group Network for TIS,CURSE OF PELADON - PART 4,DR. WHO,313,1,18:30:00,NULL
Brisbane,1978/11/15,NULL,6,Group Network for TIS,SEA DEVILS - PART 6,DR. WHO,312,1,18:30:00,NULL
Melbourne,1978/11/15,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Brisbane,1978/11/18,NULL,6,Group Network for TIS,KURINGAI NATIONAL PARK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Brisbane,1978/11/21,NULL,4,Group Network for TIS,CURSE OF PELADON - PART 4,DR. WHO,313,1,18:00:00,NULL
Darwin,1978/11/21,NULL,4,Group Network for TIS,CURSE OF PELADON - PART 4,DR. WHO,313,1,18:00:00,NULL
Hobart,1978/11/22,NULL,6,Group Network for TIS,ONE MAN'S MEAT,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1978/11/22,NULL,0,Group Network for TIS,MAN WHO WOULDN'T TALK,,0,1,13:55:00,NULL
Sydney,1978/11/23,NULL,6,Group Network for TIS,FRONTIER IN SPACE - PART 6,DR. WHO,317,1,18:30:00,NULL
Melbourne,1978/11/27,NULL,1,Group Network for TIS,BIRD,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/11/28,NULL,6,Group Network for TIS,FISHING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1978/11/29,NULL,7,Group Network for TIS,I'LL FLY YOU FOR A QUID,SEVEN OF ONE,100,1,00:00:00,NULL
Brisbane,1978/11/29,NULL,6,Group Network for TIS,MUTANTS - PART 6,DR. WHO,314,1,18:30:00,NULL
Perth,1978/11/30,NULL,6,Group Network for TIS,FRONTIER IN SPACE - PART 6,DR. WHO,317,1,18:30:00,NULL
Melbourne,1978/12/03,NULL,3,Group Network for TIS,FLYING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/12/03,NULL,23,Group Network for TIS,TENNIS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/12/03,NULL,24,Group Network for TIS,SWIMMING POOL,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/12/06,NULL,6,Group Network for TIS,BOY JACK,SIR FRANCIS DRAKE,100,1,00:00:00,NULL
Darwin,1978/12/06,NULL,6,Group Network for TIS,BOY JACK,SIR FRANCIS DRAKE,100,1,00:00:00,NULL
Darwin,1978/12/07,NULL,6,Group Network for TIS,TIME MONSTER - PART 6,DR. WHO,315,1,18:30:00,NULL
Hobart,1978/12/09,NULL,13,Group Network for TIS,KING OF AMERICA,SIR FRANCIS DRAKE,100,1,00:00:00,NULL
Melbourne,1978/12/11,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Perth,1978/12/12,NULL,13,Group Network for TIS,CHIMES,ANNA AND THE KING,100,1,00:00:00,NULL
Hobart,1978/12/12,NULL,13,Group Network for TIS,DRESSING UP,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/12/13,NULL,6,Group Network for TIS,TIME MONSTER - PART 6,DR. WHO,315,1,18:30:00,NULL
Melbourne,1978/12/17,NULL,2,Group Network for TIS,BUTTERFLY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/12/17,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/12/17,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Sydney,1978/12/17,NULL,1,Group Network for TIS,BIRD,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1978/12/18,NULL,2,Group Network for TIS,PRISONER AND ESCORT,SEVEN OF ONE,100,1,00:00:00,NULL
Brisbane,1978/12/18,NULL,0,Group Network for TIS,ESCAPE FROM SINGAPORE,,0,1,00:01:00,NULL
Sydney,1978/12/19,NULL,0,Group Network for TIS,SPANISH MAIN,,0,1,00:00:00,NULL
Melbourne,1978/12/20,NULL,17,Group Network for TIS,ZOO,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/12/22,NULL,8,Group Network for TIS,DECORATING,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/12/24,NULL,7,Group Network for TIS,PARTY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/12/24,NULL,7,Group Network for TIS,PARTY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/12/24,NULL,24,Group Network for TIS,SWIMMING POOL,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Sydney,1978/12/25,NULL,2,Group Network for TIS,BUTTERFLY,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Brisbane,1978/12/25,NULL,15,Group Network for TIS,SNOW,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/12/25,NULL,15,Group Network for TIS,SNOW,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1978/12/25,NULL,21,Group Network for TIS,CIRCUS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1978/12/27,NULL,4,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:30:00,NULL
Hobart,1978/12/27,NULL,3,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Brisbane,1978/12/28,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Darwin,1978/12/28,NULL,19,Group Network for TIS,BOOTS,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Perth,1978/12/31,NULL,16,Group Network for TIS,TUBE TRAVEL,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Perth,1979/01/01,NULL,1,Group Network for TIS,BIRD,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1979/01/01,NULL,4,Group Network for TIS,SPANNERS ELEVEN,SEVEN OF ONE,100,1,00:00:00,NULL
Hobart,1979/01/03,NULL,5,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Melbourne,1979/01/03,NULL,5,Group Network for TIS,ON OPAL VISTA BOULEVARDE,BIG COUNTRY,500,1,19:30:00,NULL
Hobart,1979/01/06,NULL,4,Group Network for TIS,CLAWS OF AXOS - PART 4,DR. WHO,307,1,18:30:00,NULL
Adelaide,1979/01/07,NULL,1,Group Network for TIS,OPEN ALL HOURS,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1979/01/07,NULL,5,Group Network for TIS,PARKS OF THE OUTBACK,AROUND THE BUSH WITH VINCENT SERVENTY,100,1,17:40:00,NULL
Adelaide,1979/01/07,NULL,1,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Sydney,1979/01/07,NULL,1,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Melbourne,1979/01/08,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Perth,1979/01/08,NULL,2,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Sydney,1979/01/08,NULL,2,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Hobart,1979/01/09,NULL,0,Group Network for TIS,PURI PURI,,0,1,00:00:00,NULL
Adelaide,1979/01/10,NULL,13,Group Network for TIS,DRESSING UP,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Hobart,1979/01/10,NULL,7,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,18:25:00,NULL
Melbourne,1979/01/10,NULL,2,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Melbourne,1979/01/10,NULL,6,Group Network for TIS,FRONTIER IN SPACE - PART 6,DR. WHO,317,1,18:30:00,NULL
Brisbane,1979/01/12,NULL,15,Group Network for TIS,DRAKE ON TRIAL,SIR FRANCIS DRAKE,100,1,00:00:00,NULL
Darwin,1979/01/12,NULL,15,Group Network for TIS,DRAKE ON TRIAL,SIR FRANCIS DRAKE,100,1,00:00:00,NULL
Sydney,1979/01/13,NULL,10,Group Network for TIS,SEASIDE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Adelaide,1979/01/14,NULL,2,Group Network for TIS,PRISONER AND ESCORT,SEVEN OF ONE,100,1,00:00:00,NULL
Sydney,1979/01/14,NULL,3,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Darwin,1979/01/15,NULL,2,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Sydney,1979/01/15,NULL,4,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Adelaide,1979/01/15,NULL,4,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Perth,1979/01/15,NULL,4,Group Network for TIS,TASTE FOR BLUE RIBBONS,TASTE FOR BLUE RIBBONS,100,1,16:00:00,NULL
Melbourne,1979/01/15,NULL,5,Group Network for TIS,ANOTHER FINE MESS,SEVEN OF ONE,100,1,00:00:00,NULL
Darwin,1979/01/16,NULL,6,Group Network for TIS,FRONTIER IN SPACE - PART 6,DR. WHO,317,1,18:30:00,NULL
Brisbane,1979/01/16,NULL,6,Group Network for TIS,FRONTIER IN SPACE - PART 6,DR. WHO,317,1,18:30:00,NULL
